duration,total_fpackets,total_bpackets,total_fpktl,total_bpktl,min_fpktl,min_bpktl,max_fpktl,max_bpktl,mean_fpktl,mean_bpktl,std_fpktl,std_bpktl,total_fiat,total_biat,min_fiat,min_biat,max_fiat,max_biat,mean_fiat,mean_biat,std_fiat,std_biat,fpsh_cnt,bpsh_cnt,furg_cnt,burg_cnt,total_fhlen,total_bhlen,fPktsPerSecond,bPktsPerSecond,flowPktsPerSecond,flowBytesPerSecond,min_flowpktl,max_flowpktl,mean_flowpktl,std_flowpktl,min_flowiat,max_flowiat,mean_flowiat,std_flowiat,flow_fin,flow_syn,flow_rst,flow_psh,flow_ack,flow_urg,flow_cwr,flow_ece,downUpRatio,avgPacketSize,fAvgSegmentSize,fHeaderBytes,fAvgBytesPerBulk,fAvgPacketsPerBulk,fAvgBulkRate,bVarianceDataBytes,bAvgSegmentSize,bAvgBytesPerBulk,bAvgPacketsPerBulk,bAvgBulkRate,sflow_fpacket,sflow_fbytes,sflow_bpacket,sflow_bbytes,min_active,mean_active,max_active,std_active,min_idle,mean_idle,max_idle,std_idle,FFNEPD,Init_Win_bytes_forward,Init_Win_bytes_backward,RRT_samples_clnt,Act_data_pkt_forward,min_seg_size_forward,calss
1871,1,1,52,52,52,52,52,52,52,52,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,534.4735436,534.4735436,1068.947087,55585.24853,52,52,52,1,1871,1871,1871,0,1,0,0,0,2,0,0,0,1,52,52,20,0,0,0,0,52,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,60096,89600,1,1,32,benign
462501,2,0,80,0,40,-1,40,-1,40,0,1,0,462501,0,462501,-1,462501,-1,462501,0,0,0,0,0,0,0,40,0,4.324314975,0,4.324314975,172.972599,40,40,40,1,462501,462501,462501,0,2,0,0,0,2,0,0,0,0,40,40,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,127616,-1,0,2,20,benign
53676260,9,0,747,0,83,-1,83,-1,83,0,0.353553391,0,53676260,0,199994,-1,26969380,-1,6709532.5,0,9325719.861,0,9,0,0,0,180,0,0.167671891,0,0.167671891,13.91676693,83,83,83,0.353553391,199994,26969380,6709532.5,9325719.861,0,0,0,9,9,0,0,0,0,83,83,180,332,4,228,0,0,0,0,0,1,149,0,0,3146248,1.07E+07,26969380,9985348.674,1691003,1.04E+07,26969380,1.03E+07,10,89792,-1,0,9,32,benign
59980164,3,2,1074,719,52,52,592,667,358,359.5,277.1055755,434.8695207,59955643,59980164,5,59980164,59955638,59980164,3.00E+07,6.00E+07,4.24E+07,0,2,1,0,0,60,40,0.050016536,0.033344357,0.083360892,29.89321603,52,667,358.6,292.6987359,5,59955638,1.50E+07,3.00E+07,0,0,0,3,5,0,0,0,0.669459963,358.6,358,60,0,0,0,189111.5,359,0,0,0,3,1074,2,719,59957652,6.00E+07,59957652,0,59955638,6.00E+07,59955638,0,2,123584,9408,2,3,32,benign
59565415,10,13,1849,6630,52,52,730,1390,184.9,510,250.8403432,586.0259522,386126,59524372,2,9,78248,59181113,42902.88889,4960364.333,32328.40569,1.71E+07,3,6,0,0,200,260,0.167882655,0.218247451,0.386130106,142.3477029,52,1390,368.6521739,490.119847,2,59178814,2707518.864,1.26E+07,1,2,0,9,22,0,0,0,3.585722012,368.6521739,184.9,200,0,0,0,343426.4167,510,4356,5,195792,10,1849,13,6630,59564940,5.96E+07,59564940,0,59178814,5.92E+07,59178814,0,2,4194240,926720,11,10,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5760,-1,0,1,32,benign
32948,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,30.35085589,30.35085589,60.70171179,14720.16511,71,414,242.5,242.5355644,32948,32948,32948,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
630498,4,0,239,0,52,-1,83,-1,59.75,0,15.48924358,0,630498,0,1243,-1,586758,-1,210166,0,326789.8774,0,1,0,0,0,80,0,6.344191417,0,6.344191417,379.0654372,52,83,59.75,15.48924358,1243,586758,210166,326789.8774,1,0,0,1,4,0,0,0,0,59.75,59.75,80,239,4,379,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,5,107008,-1,0,4,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,89792,-1,0,1,32,benign
59995917,5,3,2095,771,52,52,592,667,419,257,220.478457,355.0697115,59975389,59975463,5,14897,59938015,59960566,1.50E+07,3.00E+07,3.00E+07,4.24E+07,4,1,0,0,100,60,0.083339005,0.050003403,0.133342407,47.76991741,52,667,358.25,266.1365117,5,59938015,8570845.286,2.27E+07,0,0,0,5,8,0,0,0,0.368019093,358.25,419,100,0,0,0,126074.5,257,0,0,0,5,2095,3,771,59975384,6.00E+07,59975384,0,59938015,5.99E+07,59938015,0,3,121152,9152,2,5,32,benign
59075528,2,3,782,612,52,52,730,477,391,204,479.4173547,236.9314247,68871,59012791,68871,17,68871,59012774,68871,2.95E+07,0,4.17E+07,1,2,0,0,40,60,0.033854966,0.050782449,0.084637415,23.5969114,52,730,278.8,309.8700534,17,59006640,1.48E+07,2.95E+07,1,0,0,3,5,0,0,0,0.782608696,278.8,391,40,0,0,0,56136.5,204,0,0,0,2,782,3,612,59075511,5.91E+07,59075511,0,59006640,5.90E+07,59006640,0,2,104320,5824,3,2,32,benign
50494,3,2,1073,719,52,52,591,667,357.6666667,359.5,276.683634,434.8695207,50494,28247,4,28247,50490,28247,25247,28247,35698.99294,0,2,1,0,0,60,40,59.41299956,39.60866638,99.02166594,35489.36507,52,667,358.4,292.4996581,4,28247,12623.5,13850.87872,0,0,0,3,5,0,0,0,0.670083877,358.4,357.6666667,60,0,0,0,189111.5,359,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,119936,8896,1,3,32,benign
310750,10,9,1849,6362,52,52,730,1390,184.9,706.8888889,250.8403432,611.3756915,310750,230839,2,8,109875,109810,34527.77778,28854.875,36929.24383,40913.14126,3,4,0,0,200,180,32.18020917,28.96218825,61.14239743,26423.16975,52,1390,432.1578947,518.9299635,2,68625,17263.88889,23399.73281,0,2,0,7,18,0,0,0,3.440778799,432.1578947,184.9,200,0,0,0,373780.2361,706,4356,5,2715710,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,926720,8,10,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5056,-1,0,1,32,benign
33048,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,30.25901719,30.25901719,60.51803437,14675.62334,71,414,242.5,242.5355644,33048,33048,33048,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
76124,4,0,239,0,52,-1,83,-1,59.75,0,15.48924358,0,76124,0,1375,-1,37747,-1,25374.66667,0,20787.65874,0,1,0,0,0,80,0,52.54584625,0,52.54584625,3139.614313,52,83,59.75,15.48924358,1375,37747,25374.66667,20787.65874,1,0,0,1,4,0,0,0,0,59.75,59.75,80,239,4,3139,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,5,104320,-1,0,4,32,benign
29541881,2,0,104,0,52,-1,52,-1,52,0,1,0,29541881,0,29541881,-1,29541881,-1,2.95E+07,0,0,0,0,0,0,0,40,0,0.067700496,0,0.067700496,3.520425798,52,52,52,1,29541881,29541881,2.95E+07,0,2,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,29541881,2.95E+07,29541881,0,29541881,2.95E+07,29541881,0,3,522880,-1,0,2,32,benign
7371125,2,0,104,0,52,-1,52,-1,52,0,1,0,7371125,0,7371125,-1,7371125,-1,7371125,0,0,0,0,0,0,0,40,0,0.271329003,0,0.271329003,14.10910818,52,52,52,1,7371125,7371125,7371125,0,2,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,7371125,7371125,7371125,0,7371125,7371125,7371125,0,3,522880,-1,0,2,32,benign
1840126,2,0,104,0,52,-1,52,-1,52,0,1,0,1840126,0,1840126,-1,1840126,-1,1840126,0,0,0,0,0,0,0,40,0,1.086882094,0,1.086882094,56.51786889,52,52,52,1,1840126,1840126,1840126,0,2,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,2,104,0,0,1840126,1840126,1840126,0,1840126,1840126,1840126,0,3,522880,-1,0,2,32,benign
461875,2,0,104,0,52,-1,52,-1,52,0,1,0,461875,0,461875,-1,461875,-1,461875,0,0,0,0,0,0,0,40,0,4.330175913,0,4.330175913,225.1691475,52,52,52,1,461875,461875,461875,0,2,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,522880,-1,0,2,32,benign
45000,2,1,139,85,52,85,87,85,69.5,85,24.72852604,0,45000,0,45000,-1,45000,-1,45000,0,0,0,1,1,0,0,40,20,44.44444444,22.22222222,66.66666667,4977.777778,52,87,74.66666667,19.64264069,3830,41170,22500,26403.36719,0,0,0,2,3,0,0,0,0.611510791,74.66666667,69.5,40,0,0,0,0,85,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,92992,22336,1,2,32,benign
654980,1,2,64,116,64,52,64,64,64,58,0,8.426149773,0,654980,-1,654980,-1,654980,0,654980,0,0,1,1,0,0,20,40,1.526764176,3.053528352,4.580292528,274.8175517,52,64,60,6.892024376,303164,351816,327490,34402.1591,0,0,0,2,3,0,0,0,1.8125,60,64,20,0,0,0,71,58,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,88704,152064,2,1,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5824,-1,0,1,32,benign
59884950,11,11,1901,6497,52,52,730,1390,172.8181818,590.6363636,241.3181792,604.9543409,260625,59851181,2,8,109376,59670767,26062.5,5985118.1,33547.74813,1.89E+07,3,5,0,0,220,220,0.18368555,0.18368555,0.367371101,140.2355684,52,1390,381.7272727,497.7180959,2,59624309,2851664.286,1.30E+07,1,2,0,8,21,0,0,0,3.417674908,381.7272727,172.8181818,220,208,4,34666666,365969.7545,590,4356,5,3844660,11,1901,11,6497,59884934,5.99E+07,59884934,0,59624309,5.96E+07,59624309,0,2,4194240,926720,10,11,32,benign
548,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1824.817518,1824.817518,3649.635036,885036.4964,71,414,242.5,242.5355644,548,548,548,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
23994,3,0,865,0,52,-1,730,-1,288.3333333,0,382.8078282,0,23994,0,3869,-1,20125,-1,11997,0,11494.72779,0,2,0,0,0,60,0,125.0312578,0,125.0312578,36050.67934,52,730,288.3333333,382.8078282,3869,20125,11997,11494.72779,1,0,0,2,3,0,0,0,0,288.3333333,288.3333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,104320,-1,0,3,32,benign
59978910,4,3,1126,1386,52,52,592,667,281.5,462,273.1312261,355.0697115,59976880,59976962,1120,27003,59926635,59949959,2.00E+07,3.00E+07,3.46E+07,4.24E+07,2,2,0,0,80,60,0.066690108,0.050017581,0.116707689,41.88138797,52,667,358.8571429,297.7145885,1120,59926635,9996485,2.45E+07,0,0,0,4,7,0,0,0,1.230905862,358.8571429,281.5,80,0,0,0,126074.5,462,0,0,0,4,1126,3,1386,59928665,5.99E+07,59928665,0,59926635,5.99E+07,59926635,0,2,118656,8384,2,4,32,benign
253961010,1,2,40,92,40,40,40,52,40,46,0,8.426149773,0,253751415,-1,253751415,-1,253751415,0,2.54E+08,0,0,0,0,0,0,20,40,0.003937612,0.007875225,0.011812837,0.519764825,40,52,44,6.892024376,209595,253751415,1.27E+08,1.79E+08,2,0,0,0,3,0,0,0,2.3,44,40,20,0,0,0,71,46,0,0,0,1,40,2,92,253961010,2.54E+08,253961010,0,253751415,2.54E+08,253751415,0,2,1920,127616,1,1,20,benign
59935162,10,11,1848,6497,52,52,729,1390,184.8,590.6363636,250.5989714,604.9543409,373123,59901070,3,7,109747,59599194,41458.11111,5990107,41387.13549,1.88E+07,3,5,0,0,200,220,0.166846967,0.183531664,0.350378631,139.233794,52,1390,397.3809524,504.3623674,3,59562024,2996758.1,1.33E+07,1,2,0,8,20,0,0,0,3.515692641,397.3809524,184.8,200,0,0,0,365969.7545,590,4356,5,3400468,10,1848,11,6497,59935147,5.99E+07,59935147,0,59562024,5.96E+07,59562024,0,2,4194240,926720,10,10,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5824,-1,0,1,32,benign
33460,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,29.88643156,29.88643156,59.77286312,14494.91931,71,414,242.5,242.5355644,33460,33460,33460,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
387509,4,0,239,0,52,-1,83,-1,59.75,0,15.48924358,0,387509,0,5,-1,352378,-1,129169.6667,0,194100.0804,0,1,0,0,0,80,0,10.3223409,0,10.3223409,616.7598688,52,83,59.75,15.48924358,5,352378,129169.6667,194100.0804,1,0,0,1,4,0,0,0,0,59.75,59.75,80,239,4,616,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,5,107008,-1,0,4,32,benign
59957,1,1,52,52,52,52,52,52,52,52,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,16.67861968,16.67861968,33.35723935,1734.576446,52,52,52,1,59957,59957,59957,0,1,0,0,0,2,0,0,0,1,52,52,20,0,0,0,0,52,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,88704,15040,1,1,32,benign
140877,3,2,536,392,52,60,424,332,178.6666667,196,212.5013725,192.3304448,72246,80577,3872,80577,68374,80577,36123,80577,45609.80159,0,1,0,0,0,60,40,21.29517238,14.19678159,35.49195397,6587.306658,52,424,185.6,178.6520361,3872,68631,35219.25,33984.81885,1,2,0,1,4,0,0,0,0.731343284,185.6,178.6666667,60,0,0,0,36991,196,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,1853440,2,3,32,benign
55287,1,1,69,85,69,85,69,85,69,85,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,18.08743466,18.08743466,36.17486932,2785.464938,69,85,77,11.26942767,55287,55287,55287,0,0,0,0,0,0,0,0,0,1.231884058,77,69,20,0,0,0,0,85,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
300112298,5,3,520,1135,52,52,304,1023,104,378.3333333,111.8559341,558.3115916,300112298,30209,1500,3090,300048175,27119,7.50E+07,15104.5,1.50E+08,16991.06882,1,1,0,0,100,60,0.01666043,0.009996258,0.026656688,5.514602404,52,1023,206.875,341.1287723,1500,300048175,4.29E+07,1.13E+08,1,2,0,2,7,0,0,0,2.182692308,206.875,104,100,0,0,0,311711.8333,378,0,0,0,5,520,3,1135,300112298,3.00E+08,300112298,0,300048175,3.00E+08,300048175,0,2,4194240,1853440,2,5,32,benign
77248,1,1,65,197,65,197,65,197,65,197,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,12.94531897,12.94531897,25.89063795,3391.673571,65,197,131,93.33273809,77248,77248,77248,0,0,0,0,0,0,0,0,0,3.030769231,131,65,20,0,0,0,0,197,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
46057103,5,17,424,18349,40,40,244,1390,84.8,1079.352941,89.41448429,535.1521327,209375,46034486,4623,2,151874,45853700,52343.75,2877155.375,67164.36736,1.15E+07,1,2,0,0,100,340,0.108560888,0.369107019,0.477667907,407.6027101,40,1390,853.3181818,633.8035512,2,45847728,2193195.381,1.00E+07,1,2,0,3,21,0,0,0,43.2759434,853.3181818,84.8,100,0,0,0,286387.8051,1079,14622,12,233283,5,424,17,18349,46057103,4.61E+07,46057103,0,45847728,4.58E+07,45847728,0,2,4194240,1868800,16,5,20,benign
57357,1,1,62,142,62,142,62,142,62,142,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,17.4346636,17.4346636,34.8693272,3556.671374,62,142,102,56.55970297,57357,57357,57357,0,0,0,0,0,0,0,0,0,2.290322581,102,62,20,0,0,0,0,142,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
240284343,8,9,1772,1250,52,52,820,548,221.5,138.8888889,300.0188089,162.1326189,407877,240268852,2,84,184876,239939887,58268.14286,3.00E+07,75644.29818,8.48E+07,3,4,0,0,160,180,0.033293888,0.037455624,0.070749512,12.57676619,52,820,177.7647059,233.0879741,2,239876466,1.50E+07,6.00E+07,1,2,0,7,16,0,0,0,0.705417607,177.7647059,221.5,160,0,0,0,26286.98611,138,824,4,7777,8,1772,9,1250,240284343,2.40E+08,240284343,0,239876466,2.40E+08,239876466,0,2,4194240,1853440,5,8,32,benign
1504,1,1,60,252,60,252,60,252,60,252,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,664.893617,664.893617,1329.787234,207446.8085,60,252,156,135.7608191,1504,1504,1504,0,0,0,0,0,0,0,0,0,4.2,156,60,20,0,0,0,0,252,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
59961174,3,2,1049,719,52,52,567,667,349.6666667,359.5,266.7317629,434.8695207,59938894,59961174,5,59961174,59938889,59961174,3.00E+07,6.00E+07,4.24E+07,0,2,1,0,0,60,40,0.050032376,0.033354917,0.083387293,29.48574689,52,667,353.6,287.8889543,5,59938889,1.50E+07,3.00E+07,0,0,0,3,5,0,0,0,0.685414681,353.6,349.6666667,60,0,0,0,189111.5,359,0,0,0,3,1049,2,719,59940954,5.99E+07,59940954,0,59938889,5.99E+07,59938889,0,2,117440,8064,2,3,32,benign
59109821,2,4,782,664,52,52,730,477,391,166,479.4173547,207.8468988,70118,59075836,70118,270,70118,59041459,70118,1.97E+07,0,3.41E+07,1,2,0,0,40,80,0.033835325,0.06767065,0.101505975,24.46293992,52,730,241,292.2132783,270,59039433,1.18E+07,2.64E+07,1,0,0,3,6,0,0,0,0.849104859,241,391,40,0,0,0,43200.33333,166,0,0,0,2,782,4,664,59109551,5.91E+07,59109551,0,59039433,5.90E+07,59039433,0,2,104320,5824,3,2,32,benign
59993104,3,2,1067,719,52,52,585,667,355.6666667,359.5,274.1638804,434.8695207,59970635,59993104,9994,59993104,59960641,59993104,3.00E+07,6.00E+07,4.24E+07,0,2,1,0,0,60,40,0.050005747,0.033337165,0.083342912,29.77008824,52,667,357.2,291.316752,2048,59960641,1.50E+07,3.00E+07,0,0,0,3,5,0,0,0,0.673851921,357.2,355.6666667,60,0,0,0,189111.5,359,0,0,0,3,1067,2,719,59962689,6.00E+07,59962689,0,59960641,6.00E+07,59960641,0,2,116224,7808,2,3,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5824,-1,0,1,32,benign
264751,11,10,1901,6414,52,52,730,1390,172.8181818,641.4,241.3181792,612.4843218,264751,193018,2,9,114626,76172,26475.1,21446.44444,35017.56247,28698.85449,3,4,0,0,220,200,41.54847385,37.77133986,79.31981371,31406.8691,52,1390,395.952381,505.4058741,2,73482,13237.55,19984.31413,0,2,0,7,20,0,0,0,3.374013677,395.952381,172.8181818,220,208,4,29714285,375137.0444,641,4356,5,3120343,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,4194240,926720,8,11,32,benign
587,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1703.577513,1703.577513,3407.155026,826235.0937,71,414,242.5,242.5355644,587,587,587,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
19115,3,0,865,0,52,-1,730,-1,288.3333333,0,382.8078282,0,19115,0,4116,-1,14999,-1,9557.5,0,7695.443035,0,2,0,0,0,60,0,156.9448077,0,156.9448077,45252.41957,52,730,288.3333333,382.8078282,4116,14999,9557.5,7695.443035,1,0,0,2,3,0,0,0,0,288.3333333,288.3333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,104320,-1,0,3,32,benign
59996277,5,3,1989,771,52,52,578,667,397.8,257,202.7090279,355.0697115,59976001,59975992,5,33241,59913141,59942751,1.50E+07,3.00E+07,2.99E+07,4.24E+07,4,1,0,0,100,60,0.083338505,0.050003103,0.133341607,46.00285448,52,667,345,254.5822909,5,59913141,8570896.714,2.26E+07,0,0,0,5,8,0,0,0,0.387631976,345,397.8,100,0,0,0,126074.5,257,0,0,0,5,1989,3,771,59969132,6.00E+07,59969132,0,59913141,5.99E+07,59913141,0,3,113728,7552,2,5,32,benign
59733335,9,11,1796,6497,52,52,729,1390,199.5555556,590.6363636,261.1520683,604.9543409,397252,59698287,1124,8,110127,59382092,49656.5,5969828.7,37128.36099,1.88E+07,3,5,0,0,180,220,0.150669639,0.184151781,0.334821419,138.8337015,52,1390,414.65,511.0554378,8,59336067,3143859.737,1.36E+07,1,2,0,8,19,0,0,0,3.617483296,414.65,199.5555556,180,0,0,0,365969.7545,590,4356,5,932962,9,1796,11,6497,59733319,5.97E+07,59733319,0,59336067,5.93E+07,59336067,0,2,4194240,926720,10,9,32,benign
0,1,0,52,0,52,-1,52,-1,52,0,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,0,0,0,0,0,52,52,52,0,-1,-1,0,0,0,0,0,0,1,0,0,0,0,52,52,20,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,5056,-1,0,1,32,benign
23493,1,1,71,213,71,213,71,213,71,213,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,42.56587068,42.56587068,85.13174137,12088.70727,71,213,142,100.4041832,23493,23493,23493,0,0,0,0,0,0,0,0,0,3,142,71,20,0,0,0,0,213,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
120626,4,0,239,0,52,-1,83,-1,59.75,0,15.48924358,0,120626,0,10501,-1,69999,-1,40208.66667,0,29749.08613,0,1,0,0,0,80,0,33.16034686,0,33.16034686,1981.330725,52,83,59.75,15.48924358,10501,69999,40208.66667,29749.08613,1,0,0,1,4,0,0,0,0,59.75,59.75,80,239,4,1981,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,5,104320,-1,0,4,32,benign
736961,1,2,64,116,64,52,64,64,64,58,0,8.426149773,0,736961,-1,736961,-1,736961,0,736961,0,0,1,1,0,0,20,40,1.356923908,2.713847816,4.070771723,244.2463034,52,64,60,6.892024376,313947,423014,368480.5,77122.0153,0,0,0,2,3,0,0,0,1.8125,60,64,20,0,0,0,71,58,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,88704,152448,2,1,32,benign
50368,3,2,1065,719,52,52,583,667,355,359.5,273.3285569,434.8695207,50368,28104,5,28104,50363,28104,25184,28104,35608.48327,0,2,1,0,0,60,40,59.56162643,39.70775095,99.26937738,35419.31385,52,667,356.8,290.9268808,5,28104,12592,13793.22569,0,0,0,3,5,0,0,0,0.675117371,356.8,355,60,0,0,0,189111.5,359,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,112512,7296,1,3,32,benign
59356750,11,11,1901,6497,52,52,730,1390,172.8181818,590.6363636,241.3181792,604.9543409,273627,59323066,2,8,113127,59121632,27362.7,5932306.6,35859.51012,1.87E+07,3,5,0,0,220,220,0.185320119,0.185320119,0.370640239,141.4834876,52,1390,381.7272727,497.7180959,2,59082922,2826511.905,1.29E+07,1,2,0,8,21,0,0,0,3.417674908,381.7272727,172.8181818,220,0,0,0,365969.7545,590,4356,5,3214760,11,1901,11,6497,59356549,5.94E+07,59356549,0,59082922,5.91E+07,59082922,0,2,4194240,926720,10,11,32,benign
582,1,1,71,414,71,414,71,414,71,414,0,0,0,0,-1,-1,-1,-1,0,0,0,0,0,0,0,0,20,20,1718.213058,1718.213058,3436.426117,833333.3333,71,414,242.5,242.5355644,582,582,582,0,0,0,0,0,0,0,0,0,5.830985916,242.5,71,20,0,0,0,0,414,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,2,0,0,0,1,0,benign
47937,2,0,104,0,52,-1,52,-1,52,0,1,0,47937,0,47937,-1,47937,-1,47937,0,0,0,0,0,0,0,40,0,41.72142604,0,41.72142604,2169.514154,52,52,52,1,47937,47937,47937,0,0,0,0,0,2,0,0,0,0,52,52,40,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,3,5824,-1,0,2,32,benign
34873,3,0,865,0,52,-1,730,-1,288.3333333,0,382.8078282,0,34873,0,2,-1,34871,-1,17436.5,0,24656.10633,0,2,0,0,0,60,0,86.02643879,0,86.02643879,24804.28985,52,730,288.3333333,382.8078282,2,34871,17436.5,24656.10633,1,0,0,2,3,0,0,0,0,288.3333333,288.3333333,60,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,-1,0,-1,0,-1,0,4,104320,-1,0,3,32,benign
